,angDist,Name,SimbadName,HIP,B-V,VMAG,GSVal,log(R'HK),Per,l_log(Age),log(Age),Svalues,_RA,_DE,recno,TIC,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,HIP_1,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V),E_E(B-V),f_E(B-V),e_Mass,E_Mass,e_Rad,E_Rad,e_rho,E_rho,e_logg,E_logg,e_Lum,E_Lum,e_Dist,E_Dist,r_Dist,e_Teff,E_Teff,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID
619,0.145841,19373,HIP 14632,14632,0.595,3.94,0.153,-5.02,19.0,,9.77,Svalues,47.2667,49.6133,201,116988032,47.26675070351,49.61327629663,49.613,47.275,0,14632,3318-01840-1,699-022291,03090387+4936479,,,436648129326142336,,,STAR,tmgaia2,tmgaia2,1261.68,0.629,-90.634,0.63,gaia2,95.1587,0.3021,gaia2,4.632,0.021,4.056,0.023,,,,,,,,,,,3.143,0.246,2.875,0.206,2.723,0.266,DCD-333-111-000-0-0,,,,,,,,,3.90707,0.005199,3.504,2.137,gbprp,spect,5938.0,154.9,4.1723,0.0873,0.13,0.1,1.411,0.082,1.08,0.141,0.3843,0.0959,DWARF,2.23064,0.06814,10.5058,0.0336,0.0,0.0,306,0.001,,,0.000524,0.0,0.0,,0.102,0.179,0.071,0.092,0.0607,0.1311,0.0966,0.0779,0.09581,0.04047,0.0335,0.0337,bj2018,169.0,140.8,spect,4.2187,4.2187,3.4539,0.002514,1,sirful,tycho2b3,,10.73602038629,9.76555734592,47.27513451169,49.61288637135,0.22178131208,0.23078272791,1,0,43157054
620,0.024532,19668,HIP 14684,14684,0.79,5.43,0.476,-4.38,8.0,,8.45,Svalues,47.4262,-9.5796,202,23220549,47.42619860734,-9.57960667452,47.427,-9.58,90,14684,5294-01158-1,403-003741,03094227-0934463,,J030942.34-093447.6,5166951386298774528,2919621,,STAR,tmgaia2,tmgaia2,89.852,0.08,-112.549,0.077,gaia2,25.8357,0.0443,gaia2,9.227,0.007,8.48,0.03,,,,,,,,,,,7.156,0.029,6.794,0.04,6.701,0.026,AAA-111-111-000-0-0,6.661,0.065,6.657,0.022,6.666,0.016,6.458,0.047,8.28922,0.001535,7.799,0.006,gbprp,spect,5436.0,147.1,4.5683,0.0909,-0.05,0.1,0.839,0.053,0.95,0.121,1.6087,0.4118,DWARF,0.55374,0.01346,38.663,0.0668,0.0,0.0,28,0.0,,,0.007579,0.0,0.0,,0.096,0.146,0.039,0.066,0.3263,0.4973,0.1014,0.0805,0.0139,0.01302,0.0667,0.0669,bj2018,164.5,129.7,spect,8.69977,0.00537,7.75759,0.003631,1,hipvmag,apassdr9,,1.24310766182,1.19511898043,47.42659094196,-9.58009126072,0.03961137613,0.03608292579,1,0,520747360
621,0.047477,19994,HIP 14954,14954,0.575,3.32,0.173,-4.88,14.0,,9.55,Svalues,48.1935,-1.1961,203,49845357,48.19348711501,-1.19609717674,48.194,-1.196,90,14954,4708-01423-1,445-004277,03124644-0111458,,J031246.58-011146.4,3265335443260521984,49748,,STAR,tmgaia2,tmgaia2,193.25,0.324,-69.293,0.311,gaia2,44.3695,0.203,gaia2,5.632,0.021,5.063,0.023,,,,,,,,,,,4.174,0.28,3.768,0.238,3.748,0.236,DDD-333-111-000-0-0,3.719,0.515,3.491,0.221,3.69,0.015,3.647,0.021,4.93038,0.004861,4.56,0.008,gbprp,spect,6080.0,144.2,3.9861,0.0783,0.24,0.1,1.796,0.094,1.14,0.143,0.1966,0.0435,DWARF,3.97326,0.1372,22.5242,0.1037,0.0,0.0,29,0.0142,,,0.003401,0.0,0.0,,0.12,0.166,0.097,0.09,0.0344,0.0526,0.0569,0.0997,0.13504,0.13936,0.1033,0.1042,bj2018,158.8,129.7,spect,5.23272,0.003394,4.53063,0.006825,1,sirful,tycho2b3,,5.02797610042,4.81997349117,48.19431934496,-1.19639552259,0.16835076385,0.14719192319,1,0,520963701
623,0.214066,19902,HIP 14976,14976,0.732,5.03,0.286,-4.6,18.0,,9.13,Svalues,48.2616,32.8964,204,467578950,48.26164009012,32.8964490174,48.263,32.896,90,14976,2344-01916-1,615-009369,03130280+3253470,,J031302.94+325346.7,125343573948444800,48413673,,STAR,tmgaia2,tmgaia2,184.508,0.12,-61.934,0.132,gaia2,25.3243,0.0996,gaia2,8.887,0.0,8.15,0.03,,,,,,,,,,,6.827,0.023,6.557,0.027,6.459,0.026,AAA-111-111-000-0-0,6.46,0.078,6.432,0.024,6.49,0.013,6.387,0.075,7.96867,0.000792,7.503,0.006,gbprp,spect,5606.8,103.9,4.5016,0.0714,0.13,0.004,0.925,0.039,0.99,0.123,1.2515,0.2492,DWARF,0.76153,0.01826,39.4438,0.1561,0.0,0.0,100,0.0501,,,0.006672,0.0,0.0,,0.1,0.145,0.047,0.032,0.2354,0.263,0.0635,0.0793,0.02121,0.01531,0.1555,0.1567,bj2018,93.7,114.1,spect,8.35711,0.001779,7.46584,0.001684,1,hipvmag,apassdr9,,1.94377361819,2.04370225445,48.2625862059,32.89618236025,0.0712203199,0.06551115749,1,0,44268794
624,0.07548,20165,HIP 15099,15099,0.861,6.09,0.221,-4.86,38.0,,9.52,Svalues,48.6968,8.9808,205,365441779,48.69677976638,8.98079366106,48.699,8.979,90,15099,0649-00067-1,495-004775,03144722+0858509,,,14163878724940672,38347599,,STAR,tmgaia2,tmgaia2,400.334,0.181,-404.521,0.156,gaia2,43.2296,0.0847,gaia2,8.699,0.057,7.837,0.014,,,,,,,,,,,6.294,0.034,5.878,0.049,5.748,0.021,AAA-111-111-000-0-0,,,,,,,,,7.574,0.00028,7.03,0.006,gbprp,spect,5098.0,139.0,4.5522,0.0954,0.01,0.1,0.813,0.056,0.86,0.107,1.5994,0.435,DWARF,0.4024,0.01193,23.1169,0.0455,0.0,0.0,31,0.0025,,,0.008906,0.0,0.0,,0.093,0.121,0.069,0.042,0.406,0.4639,0.0924,0.0983,0.01413,0.00973,0.0454,0.0457,bj2018,102.0,176.0,spect,8.0444,0.001646,6.98712,0.002715,1,mermil,mermil,,2.80851738832,2.41842787442,48.69852481976,8.9790519775,0.06974126334,0.05782387356,1,0,44146327
625,0.198726,20367,HIP 15323,15323,0.574,4.23,0.282,-4.5,6.0,,8.95,Svalues,49.4169,31.127,206,101349357,49.41686107268,31.12704400926,49.416,31.127,90,15323,2340-01798-1,606-009131,03174006+3107374,,J031739.92+310736.9,122704230645584768,49744517,,STAR,tmgaia2,tmgaia2,-101.802,0.106,-57.909,0.087,gaia2,38.2842,0.0712,gaia2,7.864,0.128,6.41,0.023,,,,,,,,,,,5.325,0.023,5.117,0.026,5.039,0.02,AAA-111-111-000-0-0,5.164,0.125,4.899,0.108,5.078,0.015,5.024,0.038,6.2598,0.000813,5.873,0.006,gbprp,spect,6093.0,100.4,4.394,0.0711,0.14,0.1,1.123,0.041,1.14,0.15,0.8044,0.1507,DWARF,1.56672,0.04934,26.1009,0.0488,0.0,0.0,84,0.0001,,,0.006386,0.0,0.0,,0.109,0.191,0.031,0.052,0.157,0.1443,0.076,0.0661,0.05231,0.04638,0.0488,0.0489,bj2018,103.4,97.4,spect,6.57121,0.001821,5.83797,0.002027,1,sirful,apassdr9,,1.70591338852,1.35285690043,49.41634903728,31.126794679,0.05053119219,0.04017305167,1,0,44828729
626,0.036175,20619,HIP 15442,15442,0.655,5.09,0.193,-4.83,21.0,,9.48,Svalues,49.7579,-2.8432,207,279069526,49.7578933397,-2.84319246845,49.759,-2.844,90,15442,4711-00180-1,436-004286,03190187-0250353,,,3261878613062758400,741244,,STAR,tmgaia2,tmgaia2,253.676,0.077,-100.757,0.075,gaia2,41.6663,0.0461,gaia2,7.631,0.0,7.049,0.023,,,,,,,,,,,5.876,0.019,5.552,0.04,5.469,0.021,AAA-111-111-000-0-0,,,,,,,,,6.87229,0.000399,6.438,0.006,gbprp,spect,5732.0,104.9,4.5505,0.0711,-0.2,0.1,0.887,0.037,1.02,0.127,1.4599,0.2798,DWARF,0.7658,0.0199,23.9836,0.0267,0.0,0.0,34,0.0001,,,0.008829,0.0,0.0,,0.136,0.118,0.049,0.025,0.2576,0.3021,0.0699,0.0723,0.02055,0.01925,0.0267,0.0267,bj2018,82.7,127.0,spect,7.23388,0.002408,6.4051,0.003892,1,sirful,apassdr9,,1.19061897776,1.16088933926,49.75898690197,-2.84362628383,0.03822113388,0.03486568967,1,0,521239936
627,0.233542,20727,HIP 15572,15572,0.69,4.93,0.164,-4.99,30.0,,9.73,Svalues,50.1542,9.0336,208,337220922,50.15418307102,9.03353731861,50.155,9.033,90,15572,0649-00002-1,496-004913,03203701+0902007,,J032037.19+090200.1,11210418694164864,38348197,,STAR,tmgaia2,tmgaia2,287.962,0.422,-59.253,0.402,gaia2,22.5388,0.2392,gaia2,9.136,0.012,8.456,0.012,,,,,,,,,,,7.106,0.018,6.772,0.027,6.676,0.017,AAA-111-111-000-0-0,6.648,0.078,6.633,0.021,6.671,0.017,6.582,0.072,8.27216,0.00048,7.803,0.006,gbprp,gaia2,5536.0,125.1,4.488,0.0836,,,0.93,0.05,0.97,0.13,1.2064,0.2846,DWARF,0.73171,0.02368,44.3202,0.4736,0.0,0.0,41,0.0002,,,0.006067,0.0,0.0,,0.113,0.148,0.038,0.062,0.2995,0.2696,0.085,0.0822,0.02773,0.01963,0.4686,0.4786,bj2018,129.6,120.6,dered0,8.65755,0.001458,7.75867,0.002105,1,mermil,mermil,,6.57268966921,6.24154277886,50.15543847874,9.03328220538,0.21707390864,0.19129895364,1,0,45868572
628,0.031328,20675,HIP 15669,15669,0.468,2.64,0.178,-4.78,5.0,,9.4,Svalues,50.4689,49.0709,209,259254485,50.46888861262,49.07090448032,50.47,49.071,90,15669,3319-02075-1,696-023481,03215254+4904151,,J032152.73+490414.7,435646474233078144,,,STAR,tmgaia2,tmgaia2,181.14,0.147,-62.982,0.125,gaia2,22.7107,0.0772,gaia2,6.373,0.118,5.932,0.002,,,,,,,,,,,5.274,0.284,4.922,0.027,4.875,0.044,DAA-311-111-000-0-0,4.883,0.181,4.631,0.106,4.879,0.016,4.799,0.031,5.83416,0.000985,5.516,0.006,gbprp,spect,6374.0,104.1,3.8982,0.0833,0.16,0.1,2.098,0.08,1.27,0.202,0.1375,0.0299,DWARF,6.54614,0.23588,43.9769,0.1505,0.0,0.0,336,0.0018,,,0.000273,0.0,0.0,,0.168,0.235,0.099,0.061,0.0244,0.0355,0.0743,0.0923,0.24673,0.22502,0.15,0.1509,bj2018,69.7,138.6,spect,6.07118,0.001191,5.46927,0.001314,1,mermil,mermil,,2.51210790465,1.93679856371,50.47007908598,49.07063331523,0.05725141254,0.04500960443,1,0,45777267
629,0.168636,21019,HIP 15776,15776,0.702,3.36,0.147,-5.1,34.0,,9.9,Svalues,50.8238,-7.7941,210,9967949,50.82375277796,-7.7940976814,50.824,-7.795,90,15776,5295-01155-1,412-004081,03231769-0747385,,J032317.72-074740.4,5168359139139252224,,,STAR,tmgaia2,tmgaia2,1.762,0.073,-219.535,0.074,gaia2,26.9407,0.0466,gaia2,6.925,0.022,6.209,0.023,,,,,,,,,,,4.909,0.017,4.579,0.076,4.417,0.027,EEA-111-111-000-0-0,4.325,0.39,4.079,0.223,4.351,0.015,4.298,0.024,6.02088,0.000769,5.546,0.006,gbprp,spect,5485.0,99.1,3.7194,0.0761,-0.4,0.1,2.241,0.096,0.96,0.125,0.0853,0.0175,DWARF,4.09543,0.08813,37.0788,0.0645,0.0,0.0,20,0.026,,,0.002408,0.0,0.0,,0.107,0.142,0.094,0.097,0.0155,0.0194,0.0617,0.0904,0.06714,0.10912,0.0644,0.0647,bj2018,94.4,103.9,spect,6.41857,0.005634,5.50871,0.0052,1,sirful,tycho2b3,,1.13958886986,1.14498201098,50.82376043561,-7.79504290155,0.03590785105,0.03584463679,1,0,521379357
631,0.157855,,HIP 15904,15904,0.571,6.27,0.154,-4.99,16.0,,9.73,Svalues,51.2098,12.2566,211,303502548,51.20984181634,12.25658409693,51.212,12.254,90,15904,0653-00953-1,512-005127,03245031+1215243,,,16730924842529024,40735286,,STAR,tmgaia2,tmgaia2,567.789,0.104,-491.784,0.073,gaia2,9.2721,0.0534,gaia2,11.275,0.045,10.76,0.03,,,,,,,,,,,9.549,0.022,9.229,0.022,9.135,0.02,AAA-222-111-000-0-0,,,,,,,,,10.5808,0.000342,10.188,0.006,rered,spect,5574.3,125.4,4.2002,0.1558,-1.5626,0.0276,1.304,0.242,0.984,0.128,0.4433,0.2693,DWARF,1.48023,0.54543,107.52,0.622,0.424,0.0967,35,0.0011,,,0.001066,0.1238,0.0696,panstarrs,0.114,0.142,0.347,0.138,0.2268,0.3118,0.1302,0.1814,0.88104,0.20982,0.619,0.625,bj2018,125.3,125.5,spect,10.9064,0.001373,10.1129,0.001443,1,hipvmag,apassdr9,,1.62264445136,1.13010256888,51.21234348467,12.25446670491,0.04962918445,0.03260055133,1,0,46651575
632,0.179354,21197,HIP 15919,15919,1.153,6.96,0.743,,,,,Svalues,51.2489,-5.3638,212,279182339,51.24887749947,-5.36375550006,51.248,-5.367,90,15919,4715-01106-1,424-004269,03245975-0521489,,,5170039502144332800,,,STAR,gaia2,gaia2,-230.871,0.074,-768.384,0.076,gaia2,65.1422,0.0502,gaia2,9.035,0.022,7.86,0.03,,,,,,,,,,,5.827,0.017,5.306,0.031,5.124,0.023,AAA-111-111-000-0-0,,,,,,,,,7.45843,0.000549,6.769,0.006,gbprp,spec7,4567.9,23.4,4.646,0.4128,0.18,0.17,0.674,0.322,0.732,0.067,2.3963,2.3963,DWARF,0.17794,0.17488,15.3442,0.0119,0.0,0.0,34,1.0419,,,0.008818,0.0,0.0,,,,,,,,,,,,0.0119,0.0119,bj2018,,,spect,8.11432,0.001825,6.72749,0.002251,1,hipvmag,tycho2b3,,1.15058733937,1.17676459848,51.24787909985,-5.3670638209,0.0408014888,0.03746987131,1,0,521644170
634,0.146926,21313,HIP 16107,16107,0.623,3.92,0.145,-5.09,24.0,,9.89,Svalues,51.8725,34.8066,213,349257281,51.87245764428,34.80662135895,51.872,34.806,90,16107,2350-01309-1,625-011475,03272938+3448238,,J032729.39+344823.0,221881583925032192,48994903,,STAR,tmgaia2,tmgaia2,1.709,0.146,-76.323,0.109,gaia2,15.0037,0.1159,gaia2,8.771,0.028,8.18,0.03,,,,,,,,,,,7.096,0.021,6.848,0.027,6.789,0.02,AAA-111-111-000-0-0,6.782,0.063,6.78,0.021,6.799,0.017,6.686,0.085,8.03751,0.000314,7.637,0.006,gbprp,spect,5973.0,138.5,4.2403,0.0853,0.23,0.1,1.317,0.068,1.1,0.15,0.4816,0.1131,DWARF,1.98894,0.06418,66.5292,0.5168,0.0,0.0,161,0.0003,,,0.003845,0.0,0.0,,0.14,0.16,0.072,0.064,0.0801,0.1461,0.0739,0.0967,0.06693,0.06142,0.5128,0.5208,bj2018,86.8,190.3,spect,8.35897,0.001829,7.5983,0.002144,1,hipvmag,tycho2b3,,2.37069804642,1.68625933209,51.87246660591,34.80629274732,0.07542301261,0.05642593218,1,0,46725655
635,0.098129,21531,HIP 16134,16134,1.337,7.89,1.606,,,,,Svalues,51.9684,-19.8045,214,92357813,51.968372,-19.804493,51.968,-19.805,90,16134,5876-00955-1,351-003849,03275236-1948165,,,,7518765,,STAR,2mass,2mass,538.91,2.0,306.82,2.0,tic7,79.26,2.25,hip,9.761,0.0,8.39,0.03,,,,,,,,,,,5.888,0.017,5.251,0.024,5.068,0.021,AAA-111-111-000-0-0,,,,,,,,,,,7.053,0.028,vjk,tic7,,,,,,,,,,,,,DWARF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hipvmag,apassdr9,,70.0,70.0,51.968203,-19.804588,70.0,70.0,1,0,521611541
636,0.147546,21774,HIP 16405,16405,0.68,4.59,0.15,-5.07,31.0,,9.86,Svalues,52.8143,20.7681,215,26054666,52.81426441585,20.76807606809,52.814,20.767,90,16405,1246-00042-1,554-006717,03311544+2046054,,J033115.34+204603.1,58324212771048832,44938366,,STAR,tmgaia2,tmgaia2,-112.411,0.127,-194.549,0.085,gaia2,18.6707,0.0563,gaia2,9.215,0.0,8.08,0.03,,,,,,,,,,,6.865,0.029,6.547,0.023,6.518,0.047,AAA-111-111-000-0-0,6.492,0.037,6.472,0.024,6.52,0.017,6.419,0.065,7.9113,0.000331,7.468,0.006,gbprp,spect,5691.0,106.1,4.2516,0.0737,0.2,0.1,1.246,0.053,1.01,0.131,0.5226,0.1022,DWARF,1.46631,0.03556,53.4778,0.1622,0.0,0.0,53,0.0006,,,0.0,0.0,0.0,,0.111,0.151,0.055,0.052,0.1039,0.1006,0.0932,0.0543,0.03147,0.03965,0.1617,0.1627,bj2018,87.2,124.9,spect,8.27615,0.001027,7.43038,0.001685,1,hipvmag,apassdr9,,2.00012844606,1.31035889051,52.8137467905,20.76723842733,0.05221094859,0.03720512396,1,0,47330786
637,0.055142,,HIP 16404,16404,0.667,6.14,0.127,-5.27,35.0,,10.12,Svalues,52.8225,66.7303,216,85367836,52.82250078364,66.73028468598,66.726,52.835,0,16404,4074-01384-1,784-009857,03311719+6643500,,,491805851686912000,,,STAR,tmgaia2,tmgaia2,1191.57,0.032,-1066.35,0.046,gaia2,20.1603,0.0325,gaia2,10.563,0.071,9.906,0.005,,,,,,,,,,,8.535,0.027,8.165,0.024,8.069,0.018,AAA-111-111-000-0-0,,,,,,,,,9.70442,0.000179,9.225,0.006,gbprp,spect,5390.2,136.2,4.8975,0.0931,-2.1725,0.0433,0.571,0.034,0.94,0.127,5.042,1.2934,DWARF,0.2482,0.00594,49.5315,0.0804,0.0,0.0,221,0.0085,,,0.000901,0.0,0.0,,0.088,0.167,0.035,0.033,1.355,1.2318,0.0918,0.0944,0.00664,0.00525,0.0803,0.0805,bj2018,146.4,126.0,spect,10.0933,0.000778,9.17309,0.00071,1,mermil,mermil,,0.58538297793,0.71620597587,52.8354870922,66.7256939909,0.01698154855,0.021915381,1,0,47361660
639,0.063188,21847,HIP 16517,16517,0.503,3.84,0.226,-4.62,5.0,,9.15,Svalues,53.1663,35.6593,217,90665203,53.16631799193,35.65929028487,53.167,35.659,90,16517,2354-01758-1,629-012172,03323989+3539335,,J033240.03+353932.7,221991882981235072,49815717,,STAR,tmgaia2,tmgaia2,131.104,0.139,-59.827,0.084,gaia2,19.224,0.0781,gaia2,7.789,0.025,7.29,0.03,,,,,,,,,,,6.354,0.018,6.147,0.018,6.109,0.021,AAA-111-111-000-0-0,6.147,0.111,6.035,0.044,6.13,0.016,6.024,0.049,7.16466,0.000322,6.82,0.006,gbprp,spect,6281.0,148.5,4.2456,0.097,0.24,0.1,1.384,0.071,1.23,0.201,0.4638,0.1193,DWARF,2.68638,0.09703,51.9416,0.2124,0.0,0.0,138,0.0008,,,0.00423,0.0,0.0,,0.14,0.262,0.072,0.07,0.1155,0.123,0.097,0.097,0.11518,0.07889,0.2115,0.2133,bj2018,143.6,153.3,spect,7.43724,0.001408,6.78527,0.001921,1,hipvmag,tycho2b3,,2.26025769937,1.29969973013,53.16701273284,35.65903269668,0.07789013437,0.03896711515,1,0,48281768
640,0.154501,22049,HIP 16537,16537,0.881,6.18,0.447,-4.51,17.0,,8.95,Svalues,53.2327,-9.4583,218,118572803,53.23268801373,-9.45825874379,53.228,-9.458,90,16537,5296-01533-1,403-004235,03325591-0927298,,,5164707970261629952,,,STAR,tmgaia2,tmgaia2,-975.376,0.567,20.265,0.556,gaia2,312.219,0.4673,gaia2,4.616,0.018,3.715,0.023,,,,,,,,,,,2.228,0.298,1.88,0.276,1.776,0.286,DDD-333-111-000-0-0,,,,,,,,,3.47719,0.005545,2.905,1.78,gbprp,spect,5065.0,101.3,4.6112,0.0759,-0.05,0.1,0.755,0.038,0.85,0.1,1.9722,0.4173,DWARF,0.33832,0.00789,3.2026,0.0048,0.0,0.0,37,0.0,,,0.01317,0.0,0.0,,0.08,0.12,0.048,0.029,0.4746,0.3601,0.0883,0.0635,0.00678,0.009,0.0048,0.0048,bj2018,71.6,131.1,spect,3.92371,3.92371,2.80644,0.006753,1,sirful,tycho2b3,,8.83235774214,8.62574598706,53.2284306011,-9.45817151519,0.38243360448,0.21614371829,1,0,522042317
641,0.121135,21962,HIP 16538,16538,0.503,3.33,0.189,-4.76,7.0,,9.36,Svalues,53.2397,16.5984,219,435290852,53.23971845233,16.59842862751,53.24,16.598,90,16538,1234-00756-1,533-006491,03325754+1635546,,J033257.50+163553.2,42768532716776704,42893429,,STAR,tmgaia2,tmgaia2,-24.343,0.091,-96.007,0.064,gaia2,20.7246,0.0506,gaia2,7.481,0.0,7.028,0.023,,,,,,,,,,,6.092,0.023,5.942,0.034,5.866,0.017,AAA-111-111-000-0-0,5.882,0.108,5.747,0.043,5.881,0.015,5.784,0.047,6.90225,0.000224,6.564,0.006,gbprp,spect,6378.2,103.7,4.2472,0.0815,,,1.404,0.053,1.27,0.201,0.4591,0.0993,DWARF,2.93847,0.1036,48.1849,0.1183,0.0,0.0,41,0.0014,,,0.0,0.0,0.0,,0.121,0.282,0.052,0.054,0.0712,0.1275,0.0829,0.08,0.11444,0.09277,0.118,0.1187,bj2018,112.3,95.0,spect,7.17,0.00105,6.52953,0.001267,1,sirful,apassdr9,,1.42534555707,0.99704099644,53.23960908714,16.5980152645,0.04438163603,0.03035857839,1,0,48580117
642,0.107558,22072,HIP 16641,16641,0.891,3.0,0.132,-5.2,55.0,,10.03,Svalues,53.5349,17.8328,220,435294041,53.53490933239,17.83282852569,53.535,17.831,90,16641,1238-01180-1,540-006998,03340836+1749588,,,56413781254974080,,,STAR,tmgaia2,tmgaia2,94.242,0.136,-310.475,0.098,gaia2,23.8768,0.0657,gaia2,7.04,0.075,6.145,0.025,,,,,,,,,,,4.893,0.306,4.274,0.22,3.945,0.046,DDE-331-111-000-0-0,,,,,,,,,5.90663,0.001077,5.35,0.006,gbprp,spect,4941.0,25.0,,,-0.19,0.1,3.432,,,,,,GIANT,,,41.8314,0.1159,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,bj2018,,,spect,6.38653,0.001606,5.3014,0.002226,1,mermil,mermil,,2.13231329635,1.51397428292,53.53533557491,17.83149175878,0.05690232762,0.04090649499,0,0,48583305
643,0.152815,22282,HIP 16727,16727,0.789,5.02,0.169,-4.99,40.0,,9.73,Svalues,53.8038,-0.7389,221,301481148,53.80375755152,-0.7389005638,53.804,-0.739,90,16727,4716-00330-1,447-004781,03351288-0044200,,J033512.96-004421.2,3263319007654791680,52153,,STAR,tmgaia2,tmgaia2,103.307,0.089,-119.658,0.088,gaia2,21.8076,0.0583,gaia2,9.277,0.057,8.54,0.03,,,,,,,,,,,7.166,0.018,6.86,0.055,6.756,0.024,AAA-111-111-000-0-0,6.713,0.066,6.763,0.021,6.763,0.016,6.638,0.078,8.33289,0.000389,7.845,0.006,gbprp,spect,5416.0,107.0,4.4265,0.0734,0.12,0.1,0.983,0.045,0.94,0.116,0.9911,0.202,DWARF,0.74832,0.01597,45.7953,0.1233,0.0,0.0,40,0.0003,,,0.00573,0.0,0.0,,0.077,0.155,0.046,0.044,0.1578,0.2462,0.0527,0.094,0.01746,0.01449,0.123,0.1236,bj2018,97.1,116.8,spect,8.74361,0.002031,7.80646,0.002993,1,hipvmag,apassdr9,,1.38162088385,1.36672904666,53.80420238254,-0.739415758,0.04753701781,0.04020888828,1,0,522106667
644,0.3492,22484,HIP 16852,16852,0.575,3.6,0.139,-5.12,18.0,,9.92,Svalues,54.2183,0.4017,222,311092847,54.2183,0.401603,54.218,0.402,90,16852,0064-01569-1,453-004889,03365238+0024054,,,,,,STAR,2mass,2mass,-232.81,2.0,-481.06,2.0,tic7,72.89,0.78,hip,4.854,0.021,4.287,0.023,,,,,,,,,,,3.194,0.246,2.916,0.2,2.835,0.26,DCD-333-111-000-0-0,,,,,,,,,,,3.748,0.262,vjk,spec7,6033.5,,,,-0.0467,0.0075,1.841,,,,,,DWARF,,,13.7193,,,,45,0.9922,,,0.003291,,,,,,,,,,,,,,,,,,,spect,,,,,,sirful,tycho2b3,,290.0,300.0,54.218254,0.401508,290.0,300.0,1,0,49300833
645,0.178014,22713,HIP 17027,17027,0.921,3.24,0.142,,,,,Svalues,54.7547,-5.6262,223,301558151,54.75465202133,-5.62621285767,54.755,-5.627,90,17027,4722-01536-1,422-004699,03390112-0537342,,J033901.13-053736.2,3247680138377334784,,,STAR,tmgaia2,tmgaia2,-15.632,0.078,-208.872,0.077,gaia2,28.7688,0.0506,gaia2,6.887,0.02,5.956,0.023,,,,,,,,,,,4.741,0.262,4.095,0.244,4.03,0.232,DDD-333-111-d00-0-0,3.807,0.275,3.53,0.228,3.798,0.014,3.752,0.023,5.70678,0.001176,5.145,0.006,gbprp,spect,5065.0,44.0,,,0.08,0.03,2.933,,,,,,GIANT,,,34.7251,0.0615,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,bj2018,,,spect,6.19452,0.001971,5.1,0.001777,1,sirful,tycho2b3,,1.21696537713,1.19651940933,54.75458439282,-5.62711216768,0.03638164692,0.02869405098,0,0,522340071
646,0.159914,22879,HIP 17147,17147,0.554,4.75,0.163,-4.92,13.0,,9.62,Svalues,55.0919,-3.217,224,301564622,55.09193926009,-3.21697910321,55.095,-3.218,90,17147,4720-01374-1,434-004889,03402202-0313005,,,3250489115708824064,742870,,STAR,tmgaia2,tmgaia2,690.662,0.191,-213.409,0.13,gaia2,38.1985,0.066,gaia2,7.218,0.023,6.688,0.023,,,,,,,,,,,5.588,0.019,5.301,0.029,5.179,0.021,AAA-111-111-000-0-0,,,,,,,,,6.52101,0.000271,6.123,0.006,gbprp,spect,5880.0,142.1,4.4036,0.0834,-0.8327,0.0062,1.076,0.058,1.07,0.14,0.8582,0.1979,DWARF,1.24753,0.03472,26.1594,0.0455,0.0,0.0,44,0.0014,,,0.006864,0.0,0.0,,0.168,0.112,0.058,0.058,0.1319,0.2639,0.107,0.0598,0.03947,0.02997,0.0455,0.0455,bj2018,128.7,155.5,spect,6.84315,0.003029,6.08669,0.002008,1,sirful,tycho2b3,,2.95811815538,2.01732597872,55.09491763712,-3.21789795186,0.06359428402,0.04037016647,1,0,522567043
